Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(seconds),Sector1Time(seconds),Sector2Time(seconds),Sector3Time(seconds)
0 days 02:22:43.951000,PER,11,0 days 00:01:26.480000,51.0,4.0,,,0 days 00:00:31.835000,0 days 00:00:29.202000,0 days 00:00:25.443000,0 days 02:21:49.338000,0 days 02:22:18.540000,0 days 02:22:43.983000,237.0,278.0,281.0,302.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 02:21:17.471000,2023-10-08 18:22:17.476,1,12.0,False,,False,True,86.48,31.835,29.202,25.443
0 days 02:24:11.714000,PER,11,0 days 00:01:27.763000,52.0,4.0,,,0 days 00:00:32.496000,0 days 00:00:29.599000,0 days 00:00:25.668000,0 days 02:23:16.479000,0 days 02:23:46.078000,0 days 02:24:11.746000,231.0,283.0,291.0,303.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 02:22:43.951000,2023-10-08 18:23:43.956,1,12.0,False,,False,True,87.763,32.496,29.599,25.668
0 days 02:25:39.305000,PER,11,0 days 00:01:27.591000,53.0,4.0,,,0 days 00:00:32.757000,0 days 00:00:29.588000,0 days 00:00:25.246000,0 days 02:24:44.503000,0 days 02:25:14.091000,0 days 02:25:39.337000,227.0,278.0,288.0,322.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 02:24:11.714000,2023-10-08 18:25:11.719,1,10.0,False,,False,True,87.591,32.757,29.588,25.246
0 days 02:27:06.318000,PER,11,0 days 00:01:27.013000,54.0,4.0,,,0 days 00:00:32.055000,0 days 00:00:29.457000,0 days 00:00:25.501000,0 days 02:26:11.392000,0 days 02:26:40.849000,0 days 02:27:06.350000,230.0,278.0,281.0,323.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 02:25:39.305000,2023-10-08 18:26:39.310,1,10.0,False,,False,True,87.013,32.055,29.457,25.501
0 days 02:30:01.171000,PER,11,0 days 00:01:26.845000,56.0,4.0,,,0 days 00:00:32.216000,0 days 00:00:29.351000,0 days 00:00:25.278000,0 days 02:29:06.574000,0 days 02:29:35.925000,0 days 02:30:01.203000,232.0,277.0,281.0,298.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 02:28:34.326000,2023-10-08 18:29:34.331,1,11.0,False,,False,True,86.845,32.216,29.351,25.278
0 days 02:31:28.354000,PER,11,0 days 00:01:27.183000,57.0,4.0,,,0 days 00:00:32.224000,0 days 00:00:29.517000,0 days 00:00:25.442000,0 days 02:30:33.427000,0 days 02:31:02.944000,0 days 02:31:28.386000,232.0,276.0,283.0,298.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 02:30:01.171000,2023-10-08 18:31:01.176,1,11.0,False,,False,True,87.183,32.224,29.517,25.442
0 days 01:13:28.857000,STR,18,0 days 00:01:34.323000,5.0,2.0,,,0 days 00:00:35.195000,0 days 00:00:31.464000,0 days 00:00:27.664000,0 days 01:12:29.755000,0 days 01:13:01.219000,0 days 01:13:28.883000,216.0,278.0,278.0,319.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:11:54.534000,2023-10-08 17:12:54.539,1,17.0,False,,False,True,94.323,35.195,31.464,27.664
0 days 01:15:01.671000,STR,18,0 days 00:01:32.814000,6.0,2.0,,,0 days 00:00:34.342000,0 days 00:00:31.037000,0 days 00:00:27.435000,0 days 01:14:03.225000,0 days 01:14:34.262000,0 days 01:15:01.697000,221.0,279.0,278.0,313.0,True,MEDIUM,3.0,True,Aston Martin,0 days 01:13:28.857000,2023-10-08 17:14:28.862,1,17.0,False,,False,True,92.814,34.342,31.037,27.435
0 days 01:16:33.697000,STR,18,0 days 00:01:32.026000,7.0,2.0,,,0 days 00:00:34.206000,0 days 00:00:30.818000,0 days 00:00:27.002000,0 days 01:15:35.903000,0 days 01:16:06.721000,0 days 01:16:33.723000,226.0,279.0,287.0,312.0,True,MEDIUM,4.0,True,Aston Martin,0 days 01:15:01.671000,2023-10-08 17:16:01.676,1,17.0,False,,False,True,92.026,34.206,30.818,27.002
0 days 01:18:04.554000,STR,18,0 days 00:01:30.857000,8.0,2.0,,,0 days 00:00:33.615000,0 days 00:00:30.399000,0 days 00:00:26.843000,0 days 01:17:07.338000,0 days 01:17:37.737000,0 days 01:18:04.580000,226.0,275.0,278.0,335.0,True,MEDIUM,5.0,True,Aston Martin,0 days 01:16:33.697000,2023-10-08 17:17:33.702,1,16.0,False,,False,True,90.857,33.615,30.399,26.843
0 days 01:19:35.360000,STR,18,0 days 00:01:30.806000,9.0,2.0,,,0 days 00:00:33.434000,0 days 00:00:30.366000,0 days 00:00:27.006000,0 days 01:18:38.014000,0 days 01:19:08.380000,0 days 01:19:35.386000,227.0,279.0,278.0,312.0,True,MEDIUM,6.0,True,Aston Martin,0 days 01:18:04.554000,2023-10-08 17:19:04.559,1,16.0,False,,False,True,90.806,33.434,30.366,27.006
0 days 01:21:06.358000,STR,18,0 days 00:01:30.998000,10.0,2.0,,,0 days 00:00:33.539000,0 days 00:00:30.478000,0 days 00:00:26.981000,0 days 01:20:08.925000,0 days 01:20:39.403000,0 days 01:21:06.384000,228.0,279.0,279.0,313.0,False,MEDIUM,7.0,True,Aston Martin,0 days 01:19:35.360000,2023-10-08 17:20:35.365,1,15.0,False,,False,True,90.998,33.539,30.478,26.981
0 days 01:22:37.289000,STR,18,0 days 00:01:30.931000,11.0,2.0,,,0 days 00:00:33.468000,0 days 00:00:30.456000,0 days 00:00:27.007000,0 days 01:21:39.852000,0 days 01:22:10.308000,0 days 01:22:37.315000,228.0,280.0,284.0,313.0,False,MEDIUM,8.0,True,Aston Martin,0 days 01:21:06.358000,2023-10-08 17:22:06.363,1,14.0,False,,False,True,90.931,33.468,30.456,27.007
0 days 01:24:08.695000,STR,18,0 days 00:01:31.406000,12.0,2.0,,,0 days 00:00:33.873000,0 days 00:00:30.581000,0 days 00:00:26.952000,0 days 01:23:11.188000,0 days 01:23:41.769000,0 days 01:24:08.721000,224.0,280.0,284.0,332.0,False,MEDIUM,9.0,True,Aston Martin,0 days 01:22:37.289000,2023-10-08 17:23:37.294,1,12.0,False,,False,True,91.406,33.873,30.581,26.952
0 days 01:25:39.762000,STR,18,0 days 00:01:31.067000,13.0,2.0,,,0 days 00:00:33.548000,0 days 00:00:30.706000,0 days 00:00:26.813000,0 days 01:24:42.269000,0 days 01:25:12.975000,0 days 01:25:39.788000,224.0,278.0,283.0,329.0,False,MEDIUM,10.0,True,Aston Martin,0 days 01:24:08.695000,2023-10-08 17:25:08.700,1,10.0,False,,False,True,91.067,33.548,30.706,26.813
0 days 01:27:11.141000,STR,18,0 days 00:01:31.379000,14.0,2.0,,,0 days 00:00:33.410000,0 days 00:00:30.754000,0 days 00:00:27.215000,0 days 01:26:13.198000,0 days 01:26:43.952000,0 days 01:27:11.167000,226.0,277.0,277.0,331.0,False,MEDIUM,11.0,True,Aston Martin,0 days 01:25:39.762000,2023-10-08 17:26:39.767,1,7.0,False,,False,True,91.379,33.41,30.754,27.215
0 days 01:28:41.778000,STR,18,0 days 00:01:30.637000,15.0,2.0,,,0 days 00:00:33.438000,0 days 00:00:30.448000,0 days 00:00:26.751000,0 days 01:27:44.605000,0 days 01:28:15.053000,0 days 01:28:41.804000,225.0,281.0,278.0,310.0,True,MEDIUM,12.0,True,Aston Martin,0 days 01:27:11.141000,2023-10-08 17:28:11.146,1,6.0,False,,False,True,90.637,33.438,30.448,26.751
0 days 01:30:11.838000,STR,18,0 days 00:01:30.060000,16.0,2.0,,,0 days 00:00:33.382000,0 days 00:00:30.169000,0 days 00:00:26.509000,0 days 01:29:15.186000,0 days 01:29:45.355000,0 days 01:30:11.864000,227.0,279.0,278.0,309.0,True,MEDIUM,13.0,True,Aston Martin,0 days 01:28:41.778000,2023-10-08 17:29:41.783,1,6.0,False,,False,True,90.06,33.382,30.169,26.509
0 days 01:31:42.821000,STR,18,0 days 00:01:30.983000,17.0,2.0,,,0 days 00:00:34.015000,0 days 00:00:30.206000,0 days 00:00:26.762000,0 days 01:30:45.879000,0 days 01:31:16.085000,0 days 01:31:42.847000,225.0,278.0,278.0,308.0,False,MEDIUM,14.0,True,Aston Martin,0 days 01:30:11.838000,2023-10-08 17:31:11.843,1,7.0,False,,False,True,90.983,34.015,30.206,26.762
0 days 01:33:13.544000,STR,18,0 days 00:01:30.723000,18.0,2.0,,,0 days 00:00:33.353000,0 days 00:00:30.265000,0 days 00:00:27.105000,0 days 01:32:16.200000,0 days 01:32:46.465000,0 days 01:33:13.570000,225.0,277.0,276.0,310.0,False,MEDIUM,15.0,True,Aston Martin,0 days 01:31:42.821000,2023-10-08 17:32:42.826,1,7.0,False,,False,True,90.723,33.353,30.265,27.105
0 days 01:34:44.077000,STR,18,0 days 00:01:30.533000,19.0,2.0,,,0 days 00:00:33.766000,0 days 00:00:30.167000,0 days 00:00:26.600000,0 days 01:33:47.336000,0 days 01:34:17.503000,0 days 01:34:44.103000,223.0,279.0,279.0,315.0,False,MEDIUM,16.0,True,Aston Martin,0 days 01:33:13.544000,2023-10-08 17:34:13.549,1,5.0,False,,False,True,90.533,33.766,30.167,26.6
0 days 01:41:10.284000,STR,18,0 days 00:01:28.522000,23.0,3.0,,,0 days 00:00:32.809000,0 days 00:00:29.418000,0 days 00:00:26.295000,0 days 01:40:14.597000,0 days 01:40:44.015000,0 days 01:41:10.310000,230.0,278.0,280.0,309.0,True,HARD,2.0,True,Aston Martin,0 days 01:39:41.762000,2023-10-08 17:40:41.767,1,15.0,False,,False,True,88.522,32.809,29.418,26.295
0 days 01:42:38.702000,STR,18,0 days 00:01:28.418000,24.0,3.0,,,0 days 00:00:32.690000,0 days 00:00:29.470000,0 days 00:00:26.258000,0 days 01:41:43,0 days 01:42:12.470000,0 days 01:42:38.728000,230.0,280.0,279.0,310.0,True,HARD,3.0,True,Aston Martin,0 days 01:41:10.284000,2023-10-08 17:42:10.289,1,15.0,False,,False,True,88.418,32.69,29.47,26.258
0 days 01:44:06.869000,STR,18,0 days 00:01:28.167000,25.0,3.0,,,0 days 00:00:32.622000,0 days 00:00:29.516000,0 days 00:00:26.029000,0 days 01:43:11.350000,0 days 01:43:40.866000,0 days 01:44:06.895000,233.0,279.0,280.0,311.0,True,HARD,4.0,True,Aston Martin,0 days 01:42:38.702000,2023-10-08 17:43:38.707,1,15.0,False,,False,True,88.167,32.622,29.516,26.029
0 days 01:45:35.173000,STR,18,0 days 00:01:28.304000,26.0,3.0,,,0 days 00:00:32.821000,0 days 00:00:29.485000,0 days 00:00:25.998000,0 days 01:44:39.716000,0 days 01:45:09.201000,0 days 01:45:35.199000,231.0,280.0,285.0,311.0,False,HARD,5.0,True,Aston Martin,0 days 01:44:06.869000,2023-10-08 17:45:06.874,1,13.0,False,,False,True,88.304,32.821,29.485,25.998
0 days 01:47:03.309000,STR,18,0 days 00:01:28.136000,27.0,3.0,,,0 days 00:00:32.462000,0 days 00:00:29.638000,0 days 00:00:26.036000,0 days 01:46:07.661000,0 days 01:46:37.299000,0 days 01:47:03.335000,233.0,280.0,280.0,329.0,True,HARD,6.0,True,Aston Martin,0 days 01:45:35.173000,2023-10-08 17:46:35.178,1,10.0,False,,False,True,88.136,32.462,29.638,26.036
0 days 01:48:31.303000,STR,18,0 days 00:01:27.994000,28.0,3.0,,,0 days 00:00:32.527000,0 days 00:00:29.510000,0 days 00:00:25.957000,0 days 01:47:35.862000,0 days 01:48:05.372000,0 days 01:48:31.329000,234.0,279.0,280.0,312.0,True,HARD,7.0,True,Aston Martin,0 days 01:47:03.309000,2023-10-08 17:48:03.314,1,10.0,False,,False,True,87.994,32.527,29.51,25.957
0 days 01:49:59.903000,STR,18,0 days 00:01:28.600000,29.0,3.0,,,0 days 00:00:32.552000,0 days 00:00:30.117000,0 days 00:00:25.931000,0 days 01:49:03.881000,0 days 01:49:33.998000,0 days 01:49:59.929000,234.0,280.0,279.0,312.0,False,HARD,8.0,True,Aston Martin,0 days 01:48:31.303000,2023-10-08 17:49:31.308,1,10.0,False,,False,True,88.6,32.552,30.117,25.931
0 days 01:51:27.743000,STR,18,0 days 00:01:27.840000,30.0,3.0,,,0 days 00:00:32.481000,0 days 00:00:29.570000,0 days 00:00:25.789000,0 days 01:50:32.410000,0 days 01:51:01.980000,0 days 01:51:27.769000,233.0,280.0,281.0,310.0,True,HARD,9.0,True,Aston Martin,0 days 01:49:59.903000,2023-10-08 17:50:59.908,1,10.0,False,,False,True,87.84,32.481,29.57,25.789
0 days 01:52:57.020000,STR,18,0 days 00:01:29.277000,31.0,3.0,,,0 days 00:00:33.414000,0 days 00:00:29.857000,0 days 00:00:26.006000,0 days 01:52:01.183000,0 days 01:52:31.040000,0 days 01:52:57.046000,230.0,280.0,280.0,310.0,False,HARD,10.0,True,Aston Martin,0 days 01:51:27.743000,2023-10-08 17:52:27.748,1,11.0,False,,False,True,89.277,33.414,29.857,26.006
0 days 01:54:24.963000,STR,18,0 days 00:01:27.943000,32.0,3.0,,,0 days 00:00:32.512000,0 days 00:00:29.628000,0 days 00:00:25.803000,0 days 01:53:29.558000,0 days 01:53:59.186000,0 days 01:54:24.989000,232.0,278.0,279.0,312.0,False,HARD,11.0,True,Aston Martin,0 days 01:52:57.020000,2023-10-08 17:53:57.025,1,9.0,False,,False,True,87.943,32.512,29.628,25.803
0 days 01:57:21.987000,STR,18,0 days 00:01:28.205000,34.0,3.0,,,0 days 00:00:32.494000,0 days 00:00:29.814000,0 days 00:00:25.897000,0 days 01:56:26.302000,0 days 01:56:56.116000,0 days 01:57:22.013000,231.0,280.0,282.0,331.0,False,HARD,13.0,True,Aston Martin,0 days 01:55:53.782000,2023-10-08 17:56:53.787,1,9.0,False,,False,True,88.205,32.494,29.814,25.897
0 days 01:58:50.064000,STR,18,0 days 00:01:28.077000,35.0,3.0,,,0 days 00:00:32.598000,0 days 00:00:29.645000,0 days 00:00:25.834000,0 days 01:57:54.611000,0 days 01:58:24.256000,0 days 01:58:50.090000,232.0,279.0,282.0,313.0,False,HARD,14.0,True,Aston Martin,0 days 01:57:21.987000,2023-10-08 17:58:21.992,1,9.0,False,,False,True,88.077,32.598,29.645,25.834
0 days 02:01:49.157000,STR,18,0 days 00:01:29.497000,37.0,3.0,,,0 days 00:00:32.590000,0 days 00:00:30.653000,0 days 00:00:26.254000,0 days 02:00:52.276000,0 days 02:01:22.929000,0 days 02:01:49.183000,231.0,279.0,286.0,312.0,False,HARD,16.0,True,Aston Martin,0 days 02:00:19.660000,2023-10-08 18:01:19.665,1,10.0,False,,False,True,89.497,32.59,30.653,26.254
0 days 02:03:17.574000,STR,18,0 days 00:01:28.417000,38.0,3.0,,,0 days 00:00:32.865000,0 days 00:00:29.719000,0 days 00:00:25.833000,0 days 02:02:22.048000,0 days 02:02:51.767000,0 days 02:03:17.600000,233.0,280.0,281.0,329.0,False,HARD,17.0,True,Aston Martin,0 days 02:01:49.157000,2023-10-08 18:02:49.162,1,10.0,False,,False,True,88.417,32.865,29.719,25.833
0 days 02:08:08.615000,STR,18,0 days 00:01:27.453000,41.0,4.0,,,0 days 00:00:32.400000,0 days 00:00:29.265000,0 days 00:00:25.788000,0 days 02:07:13.588000,0 days 02:07:42.853000,0 days 02:08:08.641000,235.0,280.0,280.0,309.0,True,MEDIUM,2.0,True,Aston Martin,0 days 02:06:41.162000,2023-10-08 18:07:41.167,1,13.0,False,,False,True,87.453,32.4,29.265,25.788
0 days 02:09:35.770000,STR,18,0 days 00:01:27.155000,42.0,4.0,,,0 days 00:00:32.380000,0 days 00:00:29.241000,0 days 00:00:25.534000,0 days 02:08:41.021000,0 days 02:09:10.262000,0 days 02:09:35.796000,234.0,281.0,281.0,310.0,True,MEDIUM,3.0,True,Aston Martin,0 days 02:08:08.615000,2023-10-08 18:09:08.620,1,13.0,False,,False,True,87.155,32.38,29.241,25.534
0 days 02:11:02.820000,STR,18,0 days 00:01:27.050000,43.0,4.0,,,0 days 00:00:32.245000,0 days 00:00:29.175000,0 days 00:00:25.630000,0 days 02:10:08.041000,0 days 02:10:37.216000,0 days 02:11:02.846000,237.0,280.0,282.0,309.0,True,MEDIUM,4.0,True,Aston Martin,0 days 02:09:35.770000,2023-10-08 18:10:35.775,1,13.0,False,,False,True,87.05,32.245,29.175,25.63
0 days 02:12:29.949000,STR,18,0 days 00:01:27.129000,44.0,4.0,,,0 days 00:00:32.276000,0 days 00:00:29.088000,0 days 00:00:25.765000,0 days 02:11:35.122000,0 days 02:12:04.210000,0 days 02:12:29.975000,234.0,281.0,282.0,311.0,False,MEDIUM,5.0,True,Aston Martin,0 days 02:11:02.820000,2023-10-08 18:12:02.825,1,12.0,False,,False,True,87.129,32.276,29.088,25.765
0 days 02:13:57.295000,STR,18,0 days 00:01:27.346000,45.0,4.0,,,0 days 00:00:32.457000,0 days 00:00:29.373000,0 days 00:00:25.516000,0 days 02:13:02.432000,0 days 02:13:31.805000,0 days 02:13:57.321000,234.0,281.0,282.0,312.0,False,MEDIUM,6.0,True,Aston Martin,0 days 02:12:29.949000,2023-10-08 18:13:29.954,1,10.0,False,,False,True,87.346,32.457,29.373,25.516
0 days 02:15:24.634000,STR,18,0 days 00:01:27.339000,46.0,4.0,,,0 days 00:00:32.407000,0 days 00:00:29.397000,0 days 00:00:25.535000,0 days 02:14:29.728000,0 days 02:14:59.125000,0 days 02:15:24.660000,234.0,281.0,281.0,311.0,False,MEDIUM,7.0,True,Aston Martin,0 days 02:13:57.295000,2023-10-08 18:14:57.300,1,10.0,False,,False,True,87.339,32.407,29.397,25.535
0 days 02:16:51.721000,STR,18,0 days 00:01:27.087000,47.0,4.0,,,0 days 00:00:32.298000,0 days 00:00:29.259000,0 days 00:00:25.530000,0 days 02:15:56.958000,0 days 02:16:26.217000,0 days 02:16:51.747000,236.0,281.0,282.0,312.0,False,MEDIUM,8.0,True,Aston Martin,0 days 02:15:24.634000,2023-10-08 18:16:24.639,1,10.0,False,,False,True,87.087,32.298,29.259,25.53
0 days 02:18:18.776000,STR,18,0 days 00:01:27.055000,48.0,4.0,,,0 days 00:00:32.210000,0 days 00:00:29.261000,0 days 00:00:25.584000,0 days 02:17:23.957000,0 days 02:17:53.218000,0 days 02:18:18.802000,234.0,281.0,280.0,312.0,False,MEDIUM,9.0,True,Aston Martin,0 days 02:16:51.721000,2023-10-08 18:17:51.726,1,10.0,False,,False,True,87.055,32.21,29.261,25.584
0 days 02:19:45.872000,STR,18,0 days 00:01:27.096000,49.0,4.0,,,0 days 00:00:32.275000,0 days 00:00:29.273000,0 days 00:00:25.548000,0 days 02:18:51.077000,0 days 02:19:20.350000,0 days 02:19:45.898000,234.0,281.0,280.0,311.0,False,MEDIUM,10.0,True,Aston Martin,0 days 02:18:18.776000,2023-10-08 18:19:18.781,1,10.0,False,,False,True,87.096,32.275,29.273,25.548
0 days 02:21:14.481000,STR,18,0 days 00:01:28.609000,50.0,4.0,,,0 days 00:00:32.512000,0 days 00:00:30.606000,0 days 00:00:25.491000,0 days 02:20:18.410000,0 days 02:20:49.016000,0 days 02:21:14.507000,232.0,283.0,280.0,310.0,False,MEDIUM,11.0,True,Aston Martin,0 days 02:19:45.872000,2023-10-08 18:20:45.877,1,10.0,False,,False,True,88.609,32.512,30.606,25.491
0 days 02:22:41.338000,STR,18,0 days 00:01:26.857000,51.0,4.0,,,0 days 00:00:32.148000,0 days 00:00:29.365000,0 days 00:00:25.344000,0 days 02:21:46.655000,0 days 02:22:16.020000,0 days 02:22:41.364000,234.0,279.0,282.0,308.0,True,MEDIUM,12.0,True,Aston Martin,0 days 02:21:14.481000,2023-10-08 18:22:14.486,1,10.0,False,,False,True,86.857,32.148,29.365,25.344
0 days 02:25:38.614000,STR,18,0 days 00:01:27.224000,53.0,4.0,,,0 days 00:00:32.656000,0 days 00:00:29.269000,0 days 00:00:25.299000,0 days 02:24:44.072000,0 days 02:25:13.341000,0 days 02:25:38.640000,233.0,279.0,281.0,314.0,False,MEDIUM,14.0,True,Aston Martin,0 days 02:24:11.390000,2023-10-08 18:25:11.395,1,9.0,False,,False,True,87.224,32.656,29.269,25.299
0 days 02:27:05.151000,STR,18,0 days 00:01:26.537000,54.0,4.0,,,0 days 00:00:32.030000,0 days 00:00:29.112000,0 days 00:00:25.395000,0 days 02:26:10.670000,0 days 02:26:39.782000,0 days 02:27:05.177000,234.0,280.0,279.0,308.0,True,MEDIUM,15.0,True,Aston Martin,0 days 02:25:38.614000,2023-10-08 18:26:38.619,1,9.0,False,,False,True,86.537,32.03,29.112,25.395
0 days 02:28:31.503000,STR,18,0 days 00:01:26.352000,55.0,4.0,,,0 days 00:00:31.983000,0 days 00:00:29.099000,0 days 00:00:25.270000,0 days 02:27:37.160000,0 days 02:28:06.259000,0 days 02:28:31.529000,232.0,279.0,280.0,308.0,True,MEDIUM,16.0,True,Aston Martin,0 days 02:27:05.151000,2023-10-08 18:28:05.156,1,9.0,False,,False,True,86.352,31.983,29.099,25.27
0 days 02:29:58.121000,STR,18,0 days 00:01:26.618000,56.0,4.0,,,0 days 00:00:32.068000,0 days 00:00:29.255000,0 days 00:00:25.295000,0 days 02:29:03.597000,0 days 02:29:32.852000,0 days 02:29:58.147000,233.0,279.0,282.0,306.0,False,MEDIUM,17.0,True,Aston Martin,0 days 02:28:31.503000,2023-10-08 18:29:31.508,1,9.0,False,,False,True,86.618,32.068,29.255,25.295
0 days 02:31:24.825000,STR,18,0 days 00:01:26.704000,57.0,4.0,,,0 days 00:00:32.020000,0 days 00:00:29.184000,0 days 00:00:25.500000,0 days 02:30:30.167000,0 days 02:30:59.351000,0 days 02:31:24.851000,232.0,278.0,283.0,308.0,False,MEDIUM,18.0,True,Aston Martin,0 days 02:29:58.121000,2023-10-08 18:30:58.126,1,9.0,False,,False,True,86.704,32.02,29.184,25.5
0 days 01:14:54.369000,GAS,10,0 days 00:01:30.928000,6.0,1.0,,,0 days 00:00:33.781000,0 days 00:00:30.219000,0 days 00:00:26.928000,0 days 01:13:57.243000,0 days 01:14:27.462000,0 days 01:14:54.390000,227.0,282.0,277.0,295.0,True,MEDIUM,13.0,False,Alpine,0 days 01:13:23.441000,2023-10-08 17:14:23.446,1,7.0,False,,False,True,90.928,33.781,30.219,26.928
0 days 01:16:24.963000,GAS,10,0 days 00:01:30.594000,7.0,1.0,,,0 days 00:00:33.589000,0 days 00:00:30.197000,0 days 00:00:26.808000,0 days 01:15:27.979000,0 days 01:15:58.176000,0 days 01:16:24.984000,227.0,277.0,282.0,296.0,True,MEDIUM,14.0,False,Alpine,0 days 01:14:54.369000,2023-10-08 17:15:54.374,1,7.0,False,,False,True,90.594,33.589,30.197,26.808
0 days 01:17:55.413000,GAS,10,0 days 00:01:30.450000,8.0,1.0,,,0 days 00:00:33.225000,0 days 00:00:30.271000,0 days 00:00:26.954000,0 days 01:16:58.209000,0 days 01:17:28.480000,0 days 01:17:55.434000,227.0,279.0,280.0,313.0,True,MEDIUM,15.0,False,Alpine,0 days 01:16:24.963000,2023-10-08 17:17:24.968,1,7.0,False,,False,True,90.45,33.225,30.271,26.954
0 days 01:19:25.635000,GAS,10,0 days 00:01:30.222000,9.0,1.0,,,0 days 00:00:33.210000,0 days 00:00:30.308000,0 days 00:00:26.704000,0 days 01:18:28.644000,0 days 01:18:58.952000,0 days 01:19:25.656000,227.0,281.0,276.0,314.0,True,MEDIUM,16.0,False,Alpine,0 days 01:17:55.413000,2023-10-08 17:18:55.418,1,7.0,False,,False,True,90.222,33.21,30.308,26.704
0 days 01:20:56.051000,GAS,10,0 days 00:01:30.416000,10.0,1.0,,,0 days 00:00:33.536000,0 days 00:00:30.124000,0 days 00:00:26.756000,0 days 01:19:59.192000,0 days 01:20:29.316000,0 days 01:20:56.072000,225.0,279.0,273.0,297.0,False,MEDIUM,17.0,False,Alpine,0 days 01:19:25.635000,2023-10-08 17:20:25.640,1,6.0,False,,False,True,90.416,33.536,30.124,26.756
0 days 01:25:52.991000,GAS,10,0 days 00:01:29.180000,13.0,2.0,,,0 days 00:00:33.225000,0 days 00:00:29.741000,0 days 00:00:26.214000,0 days 01:24:57.057000,0 days 01:25:26.798000,0 days 01:25:53.012000,226.0,278.0,277.0,294.0,True,MEDIUM,7.0,False,Alpine,0 days 01:24:23.811000,2023-10-08 17:25:23.816,1,17.0,False,,False,True,89.18,33.225,29.741,26.214
0 days 01:27:21.964000,GAS,10,0 days 00:01:28.973000,14.0,2.0,,,0 days 00:00:33.050000,0 days 00:00:29.679000,0 days 00:00:26.244000,0 days 01:26:26.062000,0 days 01:26:55.741000,0 days 01:27:21.985000,228.0,279.0,277.0,298.0,True,MEDIUM,8.0,False,Alpine,0 days 01:25:52.991000,2023-10-08 17:26:52.996,1,15.0,False,,False,True,88.973,33.05,29.679,26.244
0 days 01:28:50.703000,GAS,10,0 days 00:01:28.739000,15.0,2.0,,,0 days 00:00:33.021000,0 days 00:00:29.595000,0 days 00:00:26.123000,0 days 01:27:55.006000,0 days 01:28:24.601000,0 days 01:28:50.724000,228.0,281.0,284.0,299.0,True,MEDIUM,9.0,False,Alpine,0 days 01:27:21.964000,2023-10-08 17:28:21.969,1,14.0,False,,False,True,88.739,33.021,29.595,26.123
0 days 01:31:50.775000,GAS,10,0 days 00:01:30.631000,17.0,2.0,,,0 days 00:00:33.591000,0 days 00:00:30.573000,0 days 00:00:26.467000,0 days 01:30:53.756000,0 days 01:31:24.329000,0 days 01:31:50.796000,224.0,283.0,283.0,317.0,False,MEDIUM,11.0,False,Alpine,0 days 01:30:20.144000,2023-10-08 17:31:20.149,1,14.0,False,,False,True,90.631,33.591,30.573,26.467
0 days 01:33:20.673000,GAS,10,0 days 00:01:29.898000,18.0,2.0,,,0 days 00:00:33.176000,0 days 00:00:30.209000,0 days 00:00:26.513000,0 days 01:32:23.972000,0 days 01:32:54.181000,0 days 01:33:20.694000,224.0,277.0,286.0,319.0,False,MEDIUM,12.0,False,Alpine,0 days 01:31:50.775000,2023-10-08 17:32:50.780,1,12.0,False,,False,True,89.898,33.176,30.209,26.513
0 days 01:34:49.780000,GAS,10,0 days 00:01:29.107000,19.0,2.0,,,0 days 00:00:33.083000,0 days 00:00:29.851000,0 days 00:00:26.173000,0 days 01:33:53.777000,0 days 01:34:23.628000,0 days 01:34:49.801000,224.0,280.0,276.0,312.0,False,MEDIUM,13.0,False,Alpine,0 days 01:33:20.673000,2023-10-08 17:34:20.678,1,9.0,False,,False,True,89.107,33.083,29.851,26.173
0 days 01:36:19.053000,GAS,10,0 days 00:01:29.273000,20.0,2.0,,,0 days 00:00:33.223000,0 days 00:00:29.936000,0 days 00:00:26.114000,0 days 01:35:23.024000,0 days 01:35:52.960000,0 days 01:36:19.074000,229.0,273.0,277.0,292.0,False,MEDIUM,14.0,False,Alpine,0 days 01:34:49.780000,2023-10-08 17:35:49.785,1,9.0,False,,False,True,89.273,33.223,29.936,26.114
